462;551820078048;202501010427;2986;INTERNA
161;551536230188;202501010428;143;LDN
164;551639520748;202501010430;1239;CELULAR
276;551640837783;202501010431;108;INTERNA
127;551880300619;202501010433;898;CELULAR
138;551170512478;202501010434;710;LDN
223;551591543252;202501010436;1663;LOCAL
561;551657537573;202501010437;543;CELULAR
578;551811736070;202501010438;2859;INTERNA
449;551997907537;202501010440;1317;CELULAR
173;551771405775;202501010441;2908;INTERNA
583;551909417989;202501010442;3116;LOCAL
125;551668240360;202501010443;3143;CELULAR
312;551440118657;202501010445;1512;LOCAL
308;551940826501;202501010446;71;LDN
371;551342633044;202501010447;543;INTERNA
223;551354698656;202501010448;1123;INTERNA
377;551405150073;202501010448;2767;INTERNA
112;551912568289;202501010450;709;LOCAL
592;551219652575;202501010450;3276;LDN
356;551730392190;202501010451;3021;CELULAR
293;551245515696;202501010452;2322;LDN
525;551170922942;202501010452;3330;INTERNA
486;551687717911;202501010453;1883;LOCAL
576;551644509933;202501010453;3549;LOCAL
195;551417679363;202501010454;188;LOCAL
373;551702466693;202501010455;1295;CELULAR
332;551499320162;202501010456;2125;CELULAR
267;551911805734;202501010457;907;INTERNA
182;551935279194;202501010458;587;LDN
353;551265328585;202501010500;3311;LOCAL
557;551956010564;202501010500;3033;CELULAR
206;551505733181;202501010502;2878;INTERNA
339;551641939057;202501010502;2091;LDN
130;551135353396;202501010502;215;CELULAR
304;551157428687;202501010503;837;INTERNA
393;551658718673;202501010504;364;LDN
579;551161951565;202501010504;1140;LOCAL
587;551522976947;202501010505;1561;LDN
306;551170863934;202501010507;773;CELULAR
177;551749723189;202501010508;364;INTERNA
401;551323031502;202501010510;3154;LOCAL
466;551615664587;202501010511;2280;CELULAR
451;551247529743;202501010512;461;LDN
524;551217006303;202501010514;336;LDN
191;551596632913;202501010515;1119;CELULAR
399;551889325576;202501010517;3282;CELULAR
421;551310342324;202501010517;1069;CELULAR
296;551210423436;202501010518;1398;CELULAR
126;551396353710;202501010520;2465;INTERNA
473;551879596146;202501010521;2579;INTERNA
396;551123185633;202501010523;2610;LDN
318;551713397266;202501010525;1722;LDN
583;551385274880;202501010526;82;LDN
591;551660576885;202501010526;1576;CELULAR
467;551718641283;202501010527;1987;INTERNA
423;551738000505;202501010529;468;CELULAR
353;551111214311;202501010531;329;LOCAL
208;551895652894;202501010532;1177;LOCAL
531;551128452320;202501010533;2085;INTERNA
477;551534272083;202501010535;1432;CELULAR
133;551616148517;202501010535;2019;CELULAR
486;551663205764;202501010536;3421;LDN
357;551262460596;202501010537;656;CELULAR
330;551729050323;202501010538;2963;INTERNA
217;551732132281;202501010540;3158;CELULAR
211;551783650866;202501010540;311;CELULAR
598;551608606877;202501010541;2969;CELULAR
477;551396970943;202501010542;658;INTERNA
173;551952133855;202501010542;2297;LOCAL
540;551763183488;202501010544;1866;CELULAR
276;551529506365;202501010544;2777;INTERNA
527;551709224986;202501010546;1154;LDN
281;551889862099;202501010547;666;CELULAR
410;551797148103;202501010547;2526;CELULAR
440;551183705781;202501010549;1859;LDN
483;551991112846;202501010550;2178;CELULAR
232;551667976009;202501010551;3599;LDN
382;551543195891;202501010552;2722;INTERNA
241;551104815639;202501010552;3458;INTERNA
510;551443139224;202501010552;3405;INTERNA
195;551910622464;202501010552;1403;CELULAR
209;551530837012;202501010553;2886;INTERNA
362;551295359318;202501010555;1896;INTERNA
523;551196354883;202501010555;265;INTERNA
498;551496464859;202501010556;923;LDN
452;551370029242;202501010558;3512;INTERNA
507;551815043902;202501010559;1266;LOCAL
523;551601084117;202501010559;3401;INTERNA
238;551708136625;202501010600;2458;CELULAR
271;551543076473;202501010602;1599;LOCAL
109;551899108471;202501010603;738;LOCAL
341;551512735822;202501010603;1258;LDN
261;551370837530;202501010604;814;CELULAR
307;551525617148;202501010605;2583;LOCAL
573;551329462107;202501010606;1663;LDN
351;551289379748;202501010608;3230;LOCAL
271;551283614795;202501010609;2763;CELULAR
473;551437249074;202501010611;2303;LDN
199;551803946149;202501010612;2084;CELULAR
564;551847826312;202501010614;2657;LDN
422;551631530170;202501010614;3151;INTERNA
179;551172216867;202501010614;1639;LOCAL
205;551550140230;202501010616;505;LOCAL
188;551719756239;202501010616;2953;LOCAL
305;551243851834;202501010617;2749;LOCAL
458;551870328529;202501010618;233;CELULAR
586;551405445785;202501010620;3206;LDN
199;551972202182;202501010621;3294;LOCAL
529;551523106228;202501010623;3104;CELULAR
233;551972705898;202501010623;3262;CELULAR
591;551987588083;202501010625;2571;INTERNA
542;551239079958;202501010625;2322;LDN
206;551689914729;202501010627;348;CELULAR
349;551860854622;202501010627;1081;CELULAR
163;551105282825;202501010628;2625;LDN
511;551978988215;202501010628;1905;INTERNA
248;551763246038;202501010630;215;CELULAR
506;551709308949;202501010630;308;CELULAR
176;551138151624;202501010632;2916;INTERNA
528;551272447087;202501010632;1411;INTERNA
404;551523592453;202501010633;134;INTERNA
555;551862331620;202501010633;3197;CELULAR
555;551929563226;202501010635;2417;INTERNA
432;551873474994;202501010636;1596;LOCAL
212;551314556579;202501010637;540;LDN
305;551182993750;202501010637;1313;CELULAR
567;551591391030;202501010638;2966;LDN
297;551333904425;202501010639;1449;CELULAR
560;551152524597;202501010639;3442;LOCAL
530;551464560652;202501010641;591;INTERNA
220;551966039190;202501010642;570;INTERNA
266;551842504078;202501010644;1619;LOCAL
299;551697920306;202501010645;2969;LDN
480;551652843370;202501010647;1558;INTERNA
566;551477725415;202501010647;985;CELULAR
220;551302313127;202501010649;919;LDN
469;551944615938;202501010649;2269;INTERNA
344;551979836226;202501010649;2252;CELULAR
270;551289741227;202501010650;2649;LDN
493;551813162266;202501010651;1572;LDN
499;551618088501;202501010652;1683;LOCAL
294;551532892895;202501010653;419;LDN
143;551433575878;202501010654;387;LDN
215;551675839510;202501010655;1207;CELULAR
366;551735675445;202501010656;3077;LOCAL
585;551951586152;202501010657;3500;LOCAL
198;551487013574;202501010658;2715;LOCAL
136;551920491258;202501010700;1166;LDN
262;551838592909;202501010701;3000;LOCAL
548;551384650893;202501010702;3124;LDN
302;551555109291;202501010704;2438;INTERNA
455;551591837676;202501010705;295;LDN
395;551702737126;202501010706;2632;CELULAR
251;551421101964;202501010707;240;LOCAL
161;551776047033;202501010707;1031;LDN
594;551751843927;202501010709;885;CELULAR
429;551900223685;202501010710;2530;LDN
359;551962465984;202501010711;2210;LOCAL
567;551431825147;202501010711;1433;INTERNA
233;551371347870;202501010713;800;LOCAL
236;551669111178;202501010713;2008;LOCAL
198;551654031110;202501010715;2765;INTERNA
542;551863927284;202501010716;85;LOCAL
290;551638409692;202501010717;395;LOCAL
444;551974009342;202501010717;1727;LDN
491;551234806558;202501010718;3416;LDN
399;551586421315;202501010718;3534;INTERNA
587;551114122049;202501010718;2349;CELULAR
475;551600194380;202501010719;1410;CELULAR
406;551288315561;202501010720;1230;INTERNA
470;551200584976;202501010722;650;LOCAL
472;551417200512;202501010724;3432;LOCAL
339;551552355945;202501010724;1171;CELULAR
187;551221407297;202501010725;1673;CELULAR
117;551646873714;202501010727;2605;LDN
439;551102410189;202501010729;3236;INTERNA
501;551120610991;202501010730;2404;CELULAR
496;551193765613;202501010731;3447;INTERNA
468;551107601209;202501010731;1328;INTERNA
591;551596302195;202501010732;2455;CELULAR
549;551292126764;202501010732;596;INTERNA
264;551412088208;202501010733;2560;INTERNA
572;551485445537;202501010734;3214;LDN
205;551859147984;202501010736;2826;LOCAL
493;551847841462;202501010738;634;CELULAR
497;551115314100;202501010740;982;INTERNA
489;551445750634;202501010740;2896;LOCAL
534;551256711587;202501010741;1546;LDN
262;551548305242;202501010743;2908;LOCAL
181;551494939852;202501010744;546;LOCAL
575;551404031485;202501010746;1104;LDN
218;551921077670;202501010747;506;CELULAR
363;551190427827;202501010748;2924;INTERNA
506;551184695751;202501010749;661;LOCAL
494;551258765749;202501010751;2863;INTERNA
584;551669365714;202501010751;2329;INTERNA
389;551823083608;202501010752;2729;INTERNA
595;551121370237;202501010752;38;LOCAL
526;551846899228;202501010753;724;LOCAL
175;551873016284;202501010755;2645;LOCAL
414;551334412087;202501010756;538;CELULAR
114;551861350348;202501010756;464;LOCAL
107;551942126559;202501010758;2224;LDN
312;551234634840;202501010759;579;LOCAL
136;551551019781;202501010800;1419;LOCAL
541;551246376934;202501010802;2424;CELULAR
278;551165220583;202501010803;728;LOCAL
157;551198082459;202501010804;710;INTERNA
438;551853423726;202501010806;254;INTERNA
223;551937724297;202501010808;1499;INTERNA
455;551205723806;202501010808;3193;LOCAL
406;551776256447;202501010809;1348;INTERNA
390;551670672665;202501010809;1918;LDN
336;551125056596;202501010811;1431;LOCAL
328;551629595239;202501010813;922;LOCAL
189;551985057566;202501010813;3063;LOCAL
580;551808157212;202501010813;2632;LOCAL
439;551253706049;202501010814;1782;CELULAR
397;551599100291;202501010815;1073;LDN
138;551611932149;202501010816;1900;CELULAR
242;551255192501;202501010817;770;LDN
484;551596788575;202501010818;2283;CELULAR
309;551742658444;202501010819;858;LOCAL
360;551146200969;202501010819;2462;LDN
462;551846566563;202501010821;3131;CELULAR
263;551947664013;202501010822;1726;CELULAR
591;551993510699;202501010823;2902;LOCAL
290;551685692588;202501010823;104;LDN
519;551526476276;202501010825;3388;CELULAR
140;551968104932;202501010827;1804;INTERNA
232;551560239516;202501010828;2991;INTERNA
273;551631592599;202501010830;3015;CELULAR
373;551392003777;202501010831;130;INTERNA
337;551604607828;202501010831;3587;LDN
418;551796741900;202501010831;1068;CELULAR
331;551910534635;202501010833;1346;CELULAR
137;551176759029;202501010834;1117;LDN
522;551869316368;202501010836;3173;INTERNA
248;551633142838;202501010837;1708;INTERNA
296;551219541163;202501010838;1825;LDN
439;551224247032;202501010839;1631;INTERNA
494;551937299432;202501010840;2024;CELULAR
387;551241569043;202501010841;1047;INTERNA
314;551858445171;202501010841;3100;LOCAL
463;551990543030;202501010842;41;INTERNA
394;551573732206;202501010843;1207;LDN
284;551261572167;202501010844;2336;LOCAL
404;551850732335;202501010846;2056;CELULAR
158;551666434194;202501010847;1513;LOCAL
567;551983445927;202501010847;1141;LDN
398;551712290178;202501010848;3110;LDN
438;551166543317;202501010850;435;LOCAL
423;551991689251;202501010852;961;INTERNA
573;551579309196;202501010852;2230;LDN
124;551126367683;202501010853;1166;LDN
423;551857757142;202501010853;3498;LOCAL
546;551988980769;202501010855;1387;LOCAL
403;551800802863;202501010856;40;INTERNA
416;551758944628;202501010857;3181;LDN
580;551341597071;202501010857;1435;CELULAR
448;551636353907;202501010859;1537;LDN
292;551583467023;202501010900;3305;CELULAR
401;551182282001;202501010901;3371;INTERNA
166;551244750334;202501010902;202;INTERNA
150;551417516295;202501010903;1521;INTERNA
344;551123662004;202501010904;611;INTERNA
189;551700559081;202501010904;3318;CELULAR
335;551719284669;202501010905;2567;CELULAR
593;551189332026;202501010907;1772;INTERNA
252;551582153601;202501010908;3009;INTERNA
237;551109515595;202501010909;2339;INTERNA
260;551471352344;202501010910;3329;INTERNA
365;551337091736;202501010910;1090;INTERNA
371;551842907984;202501010912;1857;CELULAR
268;551500477720;202501010913;433;CELULAR
363;551521428220;202501010915;1957;LOCAL
312;551199068746;202501010916;453;LDN
284;551467830721;202501010917;1801;CELULAR
485;551396560286;202501010919;462;LDN
221;551280840202;202501010920;1621;LOCAL
144;551152910190;202501010920;186;INTERNA
330;551970121060;202501010921;3465;LDN
562;551944672855;202501010922;2163;INTERNA
539;551357149521;202501010922;1899;INTERNA
564;551362803593;202501010924;3527;INTERNA
102;551793402040;202501010925;2100;INTERNA
345;551370103966;202501010925;403;LOCAL
133;551421816173;202501010926;1946;LOCAL
299;551578273581;202501010927;1946;INTERNA
145;551838243014;202501010929;225;LOCAL
111;551292634949;202501010931;1432;INTERNA
512;551991829153;202501010931;954;LOCAL
512;551982174027;202501010931;1720;LOCAL
295;551184529052;202501010932;2773;LDN
399;551145105022;202501010934;1898;LOCAL
406;551491153295;202501010934;922;LDN
561;551478432323;202501010935;1369;CELULAR
293;551393233615;202501010936;3078;LOCAL
297;551160034896;202501010937;1438;LOCAL
463;551721146281;202501010938;419;INTERNA
392;551857542963;202501010939;1456;INTERNA
322;551466014915;202501010940;1911;LDN
209;551463356426;202501010942;464;LDN
216;551150745358;202501010944;741;CELULAR
232;551641222017;202501010945;1214;LOCAL
407;551210132059;202501010946;1749;INTERNA
381;551265168298;202501010947;3565;INTERNA
486;551412880481;202501010948;2469;LDN
560;551657662789;202501010949;3271;CELULAR
480;551284933292;202501010951;700;LDN
552;551242385122;202501010952;1814;LDN
512;551862324962;202501010954;1484;CELULAR
211;551491060773;202501010954;1219;CELULAR
300;551931033774;202501010955;2815;CELULAR
577;551469036185;202501010956;1828;CELULAR
103;551241814394;202501010957;3480;INTERNA
587;551240172818;202501010958;1828;LOCAL
411;551354075372;202501010959;623;CELULAR
231;551152372616;202501010959;1335;LDN
133;551886079317;202501010959;653;LDN
280;551566889492;202501011000;2878;INTERNA
233;551920713097;202501011000;3241;LOCAL
380;551120327504;202501011002;1980;LDN
599;551382699356;202501011002;1613;CELULAR
170;551369875896;202501011004;1053;CELULAR
456;551393632133;202501011005;2418;LOCAL
326;551312519097;202501011006;2220;CELULAR
499;551560189782;202501011008;1514;LDN
125;551292745904;202501011008;3358;INTERNA
146;551446504046;202501011009;1147;INTERNA
213;551542819317;202501011010;2431;CELULAR
505;551750445115;202501011011;3481;INTERNA
181;551928704367;202501011012;1588;LOCAL
135;551908811717;202501011013;978;LDN
317;551135599669;202501011014;3540;LDN
147;551829409783;202501011015;1188;LOCAL
284;551913380108;202501011017;338;LDN
209;551435886114;202501011018;3240;LDN
393;551986044002;202501011018;2512;LDN
294;551750886724;202501011019;1632;CELULAR
226;551523853128;202501011021;1495;LOCAL
555;551290348954;202501011022;2371;LOCAL
309;551499524260;202501011023;617;LOCAL
557;551522867188;202501011024;1480;INTERNA
411;551133643485;202501011026;3422;INTERNA
542;551819931893;202501011027;982;CELULAR
175;551783924889;202501011027;2972;LDN
334;551264398190;202501011028;576;LOCAL
259;551643234250;202501011029;1590;LOCAL
247;551946188441;202501011031;1384;INTERNA
312;551544799321;202501011033;2878;INTERNA
296;551973783481;202501011035;2673;CELULAR
451;551166963465;202501011035;275;CELULAR
163;551707285439;202501011036;1717;INTERNA
226;551739346618;202501011036;1740;LOCAL
527;551136234325;202501011036;3498;CELULAR
136;551963203152;202501011036;75;INTERNA
251;551503518024;202501011036;2903;CELULAR
322;551163325758;202501011037;1587;LOCAL
526;551549898833;202501011038;2380;LDN
219;551323096956;202501011039;2751;LOCAL
425;551604103664;202501011039;349;INTERNA
480;551842032300;202501011039;924;CELULAR
445;551605265134;202501011040;2643;CELULAR
311;551738751017;202501011041;2009;LOCAL
306;551409582827;202501011042;3343;LDN
273;551474230117;202501011044;3045;INTERNA
210;551121694353;202501011046;3128;INTERNA
106;551614546870;202501011047;983;LDN
484;551497971513;202501011049;455;LOCAL
336;551260768235;202501011050;319;LOCAL
502;551384918242;202501011051;91;LOCAL
296;551171230051;202501011051;3370;INTERNA
375;551412491716;202501011053;99;CELULAR
518;551170088540;202501011054;1778;INTERNA
461;551334917969;202501011056;1038;LOCAL
516;551624510105;202501011058;2737;LOCAL
571;551893751605;202501011059;489;CELULAR
487;551681463121;202501011100;2228;LDN
459;551503872014;202501011101;1042;CELULAR
523;551981204926;202501011103;1083;CELULAR
182;551833351862;202501011104;3510;CELULAR
344;551330781432;202501011104;49;CELULAR
461;551139828011;202501011104;2806;LOCAL
447;551370666543;202501011106;3129;LDN
124;551227431126;202501011108;2154;LOCAL
139;551369406441;202501011108;646;LOCAL
436;551733039890;202501011110;254;INTERNA
536;551540973161;202501011112;777;LOCAL
246;551403707209;202501011114;2383;CELULAR
287;551706199160;202501011116;3122;INTERNA
292;551421258504;202501011116;3289;LOCAL
246;551596546452;202501011117;163;LDN
128;551868063351;202501011118;364;LOCAL
188;551386576925;202501011119;1175;CELULAR
152;551671455948;202501011120;2909;CELULAR
553;551148860069;202501011122;346;LDN
509;551226707436;202501011123;1811;INTERNA
362;551411736579;202501011125;3476;INTERNA
405;551892178589;202501011125;2231;CELULAR
395;551516895899;202501011126;1999;LDN
304;551113510761;202501011127;2983;LOCAL
320;551760470554;202501011127;3060;LDN
254;551562907241;202501011128;686;INTERNA
234;551259933937;202501011129;436;LOCAL
356;551976314362;202501011129;3361;LDN
545;551125039973;202501011130;1664;LDN
448;551410573026;202501011131;173;LDN
117;551379912668;202501011132;577;CELULAR
357;551166952915;202501011133;2742;LDN
249;551442339917;202501011134;3536;LOCAL
237;551482495805;202501011134;2307;CELULAR
490;551564935187;202501011135;1407;INTERNA
322;551821362439;202501011136;1050;INTERNA
365;551313836742;202501011137;1405;INTERNA
366;551358629652;202501011138;1433;LOCAL
113;551852933043;202501011138;1264;INTERNA
192;551889029938;202501011140;1991;CELULAR
291;551396962289;202501011140;2356;INTERNA
225;551864354935;202501011142;2589;CELULAR
455;551238999022;202501011144;2958;CELULAR
531;551747843920;202501011145;2818;LOCAL
585;551779874163;202501011146;2023;LDN
215;551232071008;202501011148;3311;LDN
563;551285018962;202501011149;1964;CELULAR
506;551685866731;202501011150;2085;LOCAL
337;551590818124;202501011151;3433;INTERNA
465;551128913653;202501011151;1651;LOCAL
274;551536949861;202501011153;1674;LDN
382;551382595546;202501011154;2816;INTERNA
278;551626265241;202501011154;750;LOCAL
580;551606914795;202501011155;2528;LOCAL
451;551191882092;202501011156;1160;LDN
367;551507059901;202501011156;306;CELULAR
494;551684037941;202501011156;2198;LOCAL
